mapping_id	item_kind	donor_refs	donor_label	donor_binding_sha256	engineering_contract_refs	donor_test_contract_refs	donor_test_files	mandatory_capability_refs	decision	target_v3_family	rationale	normative_effect	closes_source_rows
MAP-TEST-0020	TEST_FILE	password-package-restore-regression.sh	package-restore	2c154aad09eedcdfbf0d7e18548505ede2aaec1d6d9bb002998b64aa9543d4af		TST-019	password-package-restore-regression.sh		ADAPT	apply-foundation/package-transaction-compensation-evidence	Reuse only for package-delta compensation inside failed uncommitted APPLY; completed APPLY recovery is external snapshot.	NONE	0
MAP-TEST-0021	TEST_FILE	password-policy-regression.sh	password-policy	0fadcd27a75192bc7776c167d8726cf0705b1d1b0621738e5362be2d5be126d0			password-policy-regression.sh		DEFER	future-corporate/password-policy	Сохранить donor test для будущей corporate/APPLY фазы: PAM multiarch, preflight словарей до mutation, выбор активных аккаунтов и dry-run плана chage; не переносить в current fstec-linux-2022 CHECK.	NONE	0
MAP-TEST-0022	TEST_FILE	portable-sha256-regression.sh	artifact-integrity	e7946167be878e2249538b85b96a2299568bf09978ea51c0a982b5f7e4188476		TST-024	portable-sha256-regression.sh		REUSE	active-tooling/write-sha256	Регрессия уже принята для active portable SHA helper; нормативный эффект отсутствует.	NONE	0
MAP-TEST-0023	TEST_FILE	profile-aware-dry-run-regression.sh	profile-gating	70fb513828487a08223252675d16624aaf5c13600855ae13693b20b9efe7232a		TST-022	profile-aware-dry-run-regression.sh		ADAPT	policy-layer-separation-or-future-corporate	Сохранить regression behavior как engineering evidence; перед переносом привязать к v3 semantic contract/adapter.	NONE	0
MAP-TEST-0024	TEST_FILE	runtime-paths-regression.sh	portability	1dc8068a83b6d361b6226a6bd038c0e0b5dad6da68bd0ded98c5ee0c68eac2ae		TST-027	runtime-paths-regression.sh		ADAPT	future-runtime-foundation	Сохранить regression behavior как engineering evidence; перед переносом привязать к v3 semantic contract/adapter.	NONE	0
MAP-TEST-0025	TEST_FILE	service-state-crash-regression.sh	crash-consistency	a5dc2306f9bcb3dd50b75b7bb54ae2750af323b90074c1c2268153766f5719f3		TST-009	service-state-crash-regression.sh		ADAPT	apply-foundation	Сохранить regression behavior как engineering evidence; перед переносом привязать к v3 semantic contract/adapter.	NONE	0
MAP-TEST-0026	TEST_FILE	shadow-state-regression.sh	typed-state	96f2d95777de19a3e7631b4e289ce5d4b1a3d5f3853d97045dcc81b0a4bc7b07		TST-016	shadow-state-regression.sh		ADAPT	apply-foundation	Сохранить regression behavior как engineering evidence; перед переносом привязать к v3 semantic contract/adapter.	NONE	0
MAP-TEST-0027	TEST_FILE	smoke.sh	suite-orchestrator	fd53c6eceb357f2722aafd4d1227beb12d4bd72e7859a2471738676381ea27e9		TST-026	smoke.sh		ADAPT	test-architecture-pattern	Сохранить regression behavior как engineering evidence; перед переносом привязать к v3 semantic contract/adapter.	NONE	0
MAP-TEST-0028	TEST_FILE	state-dir-security-regression.sh	state-security	a300439deef17d143c1f2bcce1c21a3746357f3479ce800b474b9fcb2615c80c		TST-005	state-dir-security-regression.sh		ADAPT	future-runtime-foundation	Сохранить regression behavior как engineering evidence; перед переносом привязать к v3 semantic contract/adapter.	NONE	0
MAP-TEST-0029	TEST_FILE	sudo-policy-portability-regression.sh	portability	9b3962f39e1d5a9094907d722288ff950d196049fc60a7a7cf377145c9095f9e		TST-027	sudo-policy-portability-regression.sh		ADAPT	future-runtime-foundation	Сохранить regression behavior как engineering evidence; перед переносом привязать к v3 semantic contract/adapter.	NONE	0
MAP-TEST-0030	TEST_FILE	symlink-target-regression.sh	filesystem-safety	0e67a4984130495d8418970786185dcc641cddd8985562199089f1c6ef8a9941		TST-012	symlink-target-regression.sh		ADAPT	apply-foundation	Сохранить regression behavior как engineering evidence; перед переносом привязать к v3 semantic contract/adapter.	NONE	0
MAP-TEST-0031	TEST_FILE	syntax.sh	syntax	6ab73fa657079089274252452790d25646c91dc3f8038b19ed701a0452bd34d6		TST-031	syntax.sh		ADAPT	test-architecture-pattern	Сохранить regression behavior как engineering evidence; перед переносом привязать к v3 semantic contract/adapter.	NONE	0
MAP-TEST-0032	TEST_FILE	sysctl-stricter-values-regression.sh	no-weakening	28705bd9ebffc95693931db1ec7345c755037bfbeb2972c912fb425380f2749e		TST-021	sysctl-stricter-values-regression.sh		ADAPT	fstec-linux-2022/sysctl-apply	Сохранить regression behavior как engineering evidence; перед переносом привязать к v3 semantic contract/adapter.	NONE	0
MAP-TEST-0033	TEST_FILE	top-level-rc-regression.sh	return-codes	af1903c4045bb9dffb62c295c5e1d076e9372dbb652cabf12bae9011fd8bf836		TST-003	top-level-rc-regression.sh		ADAPT	future-runtime-cli	Сохранить regression behavior как engineering evidence; перед переносом привязать к v3 semantic contract/adapter.	NONE	0
MAP-TEST-0034	TEST_FILE	typed-fstab-state-regression.sh	typed-state	192e14096bbdbffc3ea7400380abcef3a68947c15cb37a90e7ba152215337e0c		TST-015	typed-fstab-state-regression.sh		ADAPT	apply-foundation	Сохранить regression behavior как engineering evidence; перед переносом привязать к v3 semantic contract/adapter.	NONE	0
MAP-TEST-0035	TEST_FILE	ufw-transaction-regression.sh	firewall-transaction	67fd09e6b5b6437be562a1c963946cbb4886171ffd29982b5ac0720614df3c60		TST-018	ufw-transaction-regression.sh		DEFER	future-firewall	Сохранить для явно указанной будущей policy/runtime линии; current vertical не расширять.	NONE	0
MAP-TEST-0036	TEST_FILE	wheel-aging-regression.sh	identity-restore	fcc23cf770e4f7130a2538ca5eda06302e26d6e49721072afa40511ec609a0a3		TST-029	wheel-aging-regression.sh		ADAPT	policy-layer-separation-or-future-corporate	Сохранить regression behavior как engineering evidence; перед переносом привязать к v3 semantic contract/adapter.	NONE	0
MAP-TEST-0037	TEST_FILE	wheel-fstec-regression.sh	legacy-normative	1de3aca6309746bd5fddc9bfb9c7698f26cd0a26a441bb6c376466ff058404c1		TST-032	wheel-fstec-regression.sh		REJECT	historical-only/non-normative	Legacy donor normative mapping не используется как v3 source truth; файл сохраняется только как historical engineering evidence.	NONE	0
MAP-TEST-0038	TEST_FILE	write-once-sysctl-restore-regression.sh	irreversible-state	4ef851c1d8dfd723abacbcc361ca673acf07c11d7782b7a2cf1081788573f686		TST-020	write-once-sysctl-restore-regression.sh		ADAPT	fstec-linux-2022/sysctl-compensation-and-external-recovery-evidence	Reuse to test irreversible/transaction-local sysctl handling and explicit external-recovery classification; no RESTORE mode.	NONE	0
MAP-CAP-01	MATURE_FAMILY	FUNC-0124,FUNC-0125,FUNC-0126,FUNC-0127,FUNC-0128,FUNC-0261,FUNC-0262,FUNC-0263,FUNC-0264,FUNC-0265,FUNC-0271,FUNC-0272,FUNC-0273	preflight / compatibility classification			TST-005,TST-027	state-dir-security-regression.sh,runtime-paths-regression.sh,sudo-policy-portability-regression.sh	CAP-01	ADAPT	apply-foundation/preflight	Обязательная mature family из DONOR-V3-ADOPTION-POLICY учтена явно; механика адаптируется к v3 contract без импорта donor policy semantics.	NONE	0
MAP-CAP-02	MATURE_FAMILY	FUNC-0023,FUNC-0026,FUNC-0030,FUNC-0031,FUNC-0097,FUNC-0098,FUNC-0100,FUNC-0101,FUNC-0276,FUNC-0306	transactional apply		ENG-015,ENG-019	TST-006,TST-007,TST-008,TST-009	created-file-crash-regression.sh,group-membership-crash-regression.sh,package-crash-regression.sh,service-state-crash-regression.sh	CAP-02	ADAPT	apply-foundation/transaction	Обязательная mature family из DONOR-V3-ADOPTION-POLICY учтена явно; механика адаптируется к v3 contract без импорта donor policy semantics.	NONE	0
MAP-CAP-03	MATURE_FAMILY	FUNC-0017,FUNC-0020,FUNC-0023,FUNC-0027,FUNC-0028,FUNC-0029,FUNC-0032,FUNC-0276	manifest-backed state tracking		ENG-004,ENG-005,ENG-015,ENG-016	TST-001,TST-002	manifest-bootstrap-regression.sh,manifest-writer-contract-regression.sh	CAP-03	ADAPT	apply-foundation/manifest	Обязательная mature family из DONOR-V3-ADOPTION-POLICY учтена явно; механика адаптируется к v3 contract без импорта donor policy semantics.	NONE	0
MAP-CAP-04	MATURE_FAMILY	FUNC-0110,FUNC-0113	transaction-local compensation from recorded pre-state		ENG-013	TST-011,TST-012,TST-015,TST-016	hardlink-safety-regression.sh,symlink-target-regression.sh,typed-fstab-state-regression.sh,shadow-state-regression.sh,empty-password-restore-regression.sh	CAP-04	ADAPT	apply-foundation/transaction-local-compensation	Transaction-local compensation may use recorded pre-state only inside failed uncommitted APPLY. Restore-manifest selection is excluded; completed APPLY recovery is EXTERNAL_SNAPSHOT.	NONE	0
MAP-CAP-05	MATURE_FAMILY	FUNC-0014,FUNC-0276	atomic writes for critical files and manifests		ENG-002,ENG-004	TST-013,TST-014	atomic-writer-shell-function-regression.sh,extended-metadata-regression.sh	CAP-05	ADAPT	apply-foundation/atomic-write	Обязательная mature family из DONOR-V3-ADOPTION-POLICY учтена явно; механика адаптируется к v3 contract без импорта donor policy semantics.	NONE	0
MAP-CAP-06	MATURE_FAMILY	FUNC-0012,FUNC-0013,FUNC-0020	fail-closed backup before mutation		ENG-001	TST-011,TST-012,TST-017	hardlink-safety-regression.sh,symlink-target-regression.sh,backup-failure-regression.sh	CAP-06	ADAPT	apply-foundation/backup	Обязательная mature family из DONOR-V3-ADOPTION-POLICY учтена явно; механика адаптируется к v3 contract без импорта donor policy semantics.	NONE	0
MAP-CAP-07	MATURE_FAMILY	FUNC-0041,FUNC-0042,FUNC-0043,FUNC-0044,FUNC-0045	exact package delta tracking		ENG-009,ENG-010,ENG-011	TST-008,TST-019	package-crash-regression.sh,password-package-restore-regression.sh	CAP-07	ADAPT	apply-foundation/package-transaction	Обязательная mature family из DONOR-V3-ADOPTION-POLICY учтена явно; механика адаптируется к v3 contract без импорта donor policy semantics.	NONE	0
MAP-CAP-08	MATURE_FAMILY	FUNC-0076	preservation of already stricter sysctl values		ENG-017	TST-021	sysctl-stricter-values-regression.sh	CAP-08	ADAPT	fstec-linux-2022/sysctl-apply	Обязательная mature family из DONOR-V3-ADOPTION-POLICY учтена явно; механика адаптируется к v3 contract без импорта donor policy semantics.	NONE	0
MAP-CAP-09	MATURE_FAMILY	FUNC-0082,FUNC-0084,FUNC-0091	isolated per-module sysctl application		ENG-007			CAP-09	ADAPT	fstec-linux-2022/sysctl-apply	Обязательная mature family из DONOR-V3-ADOPTION-POLICY учтена явно; механика адаптируется к v3 contract без импорта donor policy semantics.	NONE	0
MAP-CAP-10	MATURE_FAMILY	FUNC-0077,FUNC-0078	runtime sysctl pre-state capture / transaction-local compensation		ENG-006,ENG-008	TST-020	write-once-sysctl-restore-regression.sh	CAP-10	ADAPT	fstec-linux-2022/sysctl-apply-compensation	Capture live pre-state and compensate only a failed uncommitted APPLY when exact; completed APPLY recovery is external snapshot.	NONE	0
MAP-CAP-11	MATURE_FAMILY	FUNC-0106	network-online reapply for managed network sysctl					CAP-11	DEFER	future-additional-measures/network-sysctl	Обязательная mature family из DONOR-V3-ADOPTION-POLICY учтена явно; механизм сохранён как donor evidence и отложен до соответствующей future policy line.	NONE	0
MAP-CAP-12	MATURE_FAMILY	FUNC-0015,FUNC-0020,FUNC-0031,FUNC-0260,FUNC-0262,FUNC-0263	dry-run with no host mutation		ENG-018	TST-022	profile-aware-dry-run-regression.sh	CAP-12	ADAPT	apply-foundation/dry-run	Механика dry-run подтверждается явной обработкой DRY_RUN на уровне CLI parse/validation, run-lock/manifest transaction boundaries и конкретного APPLY-модуля; profile eligibility gating остаётся отдельной policy-layer механикой.	NONE	0
MAP-CAP-13	MATURE_FAMILY	FUNC-0015	exclusive APPLY run locking		ENG-003			CAP-13	ADAPT	apply-foundation/run-lock	Обязательная mature family из DONOR-V3-ADOPTION-POLICY учтена явно; механика адаптируется к v3 contract без импорта donor policy semantics.	NONE	0
MAP-CAP-14	MATURE_FAMILY	FUNC-0016,FUNC-0175,FUNC-0266	profile / additional-measures / corporate separation		ENG-018	TST-022,TST-023	profile-aware-dry-run-regression.sh,additional-measures-optin-regression.sh,corporate-password-policy-cli-regression.sh	CAP-14	ADAPT	apply-foundation/policy-layer-gating	Обязательная mature family из DONOR-V3-ADOPTION-POLICY учтена явно; механика адаптируется к v3 contract без импорта donor policy semantics.	NONE	0
MAP-CAP-15	MATURE_FAMILY	FUNC-0023,FUNC-0030,FUNC-0031,FUNC-0097,FUNC-0098,FUNC-0182,FUNC-0203,FUNC-0205	crash/journal patterns		ENG-019	TST-006,TST-007,TST-008,TST-009	created-file-crash-regression.sh,group-membership-crash-regression.sh,package-crash-regression.sh,service-state-crash-regression.sh	CAP-15	ADAPT	apply-foundation/journal	Обязательная mature family из DONOR-V3-ADOPTION-POLICY учтена явно; механика адаптируется к v3 contract без импорта donor policy semantics.	NONE	0
MAP-CAP-16	MATURE_FAMILY	FUNC-0006,FUNC-0046,FUNC-0078	explicit partial/manual/reboot external-recovery classifications		ENG-005,ENG-008,ENG-016	TST-020	write-once-sysctl-restore-regression.sh	CAP-16	ADAPT	apply-foundation/external-recovery-classification	Classify incomplete/irreversible states and external recovery requirements explicitly; never infer or expose a RESTORE mode.	NONE	0
